timestamp,close,side,equity_before,equity_after
2025-04-25 12:30:00+00:00,3812.281317284324,BUY,5000.0,5069.712561650433
2025-04-25 14:30:00+00:00,3921.603220949751,SELL,5069.712561650433,5127.4444666034715
2025-04-25 15:30:00+00:00,3893.1128280205153,BUY,5127.4444666034715,5081.327583344006
2025-04-25 20:00:00+00:00,3917.8341706663623,SELL,5081.327583344006,5158.188830096403
2025-04-25 20:30:00+00:00,3947.5780706106966,BUY,5158.188830096403,5192.191219732107
2025-04-25 23:30:00+00:00,3994.3216234626634,SELL,5192.191219732107,5178.185838696636
2025-04-26 00:00:00+00:00,3955.8842656558277,BUY,5178.185838696636,5123.177969463609
2025-04-26 04:30:00+00:00,3864.156413257858,SELL,5123.177969463609,5089.219738142744
2025-04-26 05:00:00+00:00,3850.324327285287,BUY,5089.219738142744,5065.913211074656
2025-04-26 05:30:00+00:00,3881.1133185973185,SELL,5065.913211074656,5060.847297863582
2025-04-26 06:00:00+00:00,3919.451448114949,BUY,5060.847297863582,5105.77814193034
2025-04-26 20:30:00+00:00,3846.753308937956,SELL,5105.77814193034,5020.450451506236
2025-04-26 21:00:00+00:00,3828.661169569562,BUY,5020.450451506236,4991.817702067498
2025-04-26 22:30:00+00:00,3771.921753199684,SELL,4991.817702067498,4963.85402850512
2025-04-26 23:00:00+00:00,3726.087104223998,BUY,4963.85402850512,4898.571715651196
2025-04-27 00:00:00+00:00,3716.085149139034,SELL,4898.571715651196,4894.526831592152
2025-04-27 00:30:00+00:00,3686.2896116560337,BUY,4894.526831592152,4850.388032409578
2025-04-27 01:30:00+00:00,3606.9649789888877,SELL,4850.388032409578,4766.370229272883
2025-04-27 02:30:00+00:00,3501.4993402583286,BUY,4766.370229272883,4697.3668096286965
2025-04-27 03:00:00+00:00,3488.498645755025,SELL,4697.3668096286965,4692.669442819068
2025-04-27 05:30:00+00:00,3583.04268506953,BUY,4692.669442819068,4764.940393726245
2025-04-27 08:30:00+00:00,3686.6647580772637,SELL,4764.940393726245,4885.423803760367
2025-04-27 09:00:00+00:00,3697.5035880675796,BUY,4885.423803760367,4894.901573117468
2025-04-27 10:00:00+00:00,3692.563298870522,SELL,4894.901573117468,4884.907002180876
2025-04-27 11:30:00+00:00,3617.762319270971,BUY,4884.907002180876,4868.304740429843
2025-04-27 14:00:00+00:00,3797.6691532872815,SELL,4868.304740429843,5014.60568971164
2025-04-27 14:30:00+00:00,3774.7147942823376,BUY,5014.60568971164,4979.281161112967
2025-04-27 15:30:00+00:00,3952.303625105579,SELL,4979.281161112967,5111.381609295026
2025-04-27 16:30:00+00:00,3862.1091249423125,BUY,5111.381609295026,5059.326361461791
2025-04-27 17:30:00+00:00,3942.938335146863,SELL,5059.326361461791,5090.843895414401
2025-04-27 18:00:00+00:00,3919.257361006392,BUY,5090.843895414401,5055.177847852761
2025-04-27 19:30:00+00:00,3764.6664556360074,SELL,5055.177847852761,4960.728019678533
2025-04-27 20:00:00+00:00,3797.26845289609,BUY,4960.728019678533,4998.727177537577
2025-04-27 20:30:00+00:00,3796.587362758464,SELL,4998.727177537577,4993.7284503600395
2025-04-27 21:00:00+00:00,3712.2219580283618,BUY,4993.7284503600395,4877.767191974914
2025-04-27 21:30:00+00:00,3778.0186371337477,SELL,4877.767191974914,4872.889424782939
2025-04-27 22:30:00+00:00,3808.032698773186,BUY,4872.889424782939,4899.108648659152
2025-04-28 00:00:00+00:00,3807.389518530446,SELL,4899.108648659152,4856.336931873394
2025-04-28 01:00:00+00:00,3878.9941204830734,BUY,4856.336931873394,4883.547754796763
2025-04-28 02:30:00+00:00,3830.273303073183,SELL,4883.547754796763,4840.645796718105
2025-04-28 05:00:00+00:00,3879.976710210017,BUY,4840.645796718105,4836.0046585771925
2025-04-28 06:00:00+00:00,3800.490964368624,SELL,4836.0046585771925,4784.8061397301835
2025-04-28 06:30:00+00:00,3830.0904646396752,BUY,4784.8061397301835,4817.287011093097
2025-04-28 10:00:00+00:00,3825.4027497931447,SELL,4817.287011093097,4872.469299776533
2025-04-28 10:30:00+00:00,3829.968323637437,BUY,4872.469299776533,4873.412066112634
2025-04-28 11:00:00+00:00,3869.0552420853164,SELL,4873.412066112634,4868.5386540465215
2025-04-28 11:30:00+00:00,3906.408296819354,BUY,4868.5386540465215,4910.672491797253
2025-04-28 13:00:00+00:00,3886.1899971809116,SELL,4910.672491797253,4808.667261477099
2025-04-28 13:30:00+00:00,3790.679619321946,BUY,4808.667261477099,4685.676614571065
2025-04-28 14:30:00+00:00,3819.7278658785117,SELL,4685.676614571065,4741.21062927362
2025-04-28 15:00:00+00:00,3734.045524256247,BUY,4741.21062927362,4630.116808431079
2025-04-28 16:00:00+00:00,3668.4742074533406,SELL,4630.116808431079,4579.79684611584
2025-04-28 17:00:00+00:00,3706.133231243561,BUY,4579.79684611584,4553.550716920179
2025-04-28 17:30:00+00:00,3673.8306788520467,SELL,4553.550716920179,4548.997166203259
2025-04-28 18:00:00+00:00,3683.5960767078477,BUY,4548.997166203259,4556.53984420015
2025-04-28 19:00:00+00:00,3694.4304901444184,SELL,4556.53984420015,4512.4934866570175
2025-04-28 19:30:00+00:00,3704.869434184412,BUY,4512.4934866570175,4520.731447432178
2025-04-29 02:00:00+00:00,3566.9904725716747,SELL,4520.731447432178,4363.678864921432
2025-04-29 03:00:00+00:00,3595.751522014196,BUY,4363.678864921432,4394.194759396751
2025-04-29 04:00:00+00:00,3575.0674861031703,SELL,4394.194759396751,4358.679329273595
2025-04-29 04:30:00+00:00,3609.100212228354,BUY,4358.679329273595,4395.812940777229
2025-04-29 07:30:00+00:00,3633.4649873538033,SELL,4395.812940777229,4518.526379717787
2025-04-29 08:00:00+00:00,3622.5624513781427,BUY,4518.526379717787,4500.449611664266
2025-04-29 08:30:00+00:00,3621.5342653044013,SELL,4500.449611664266,4495.949162052601
2025-04-29 09:00:00+00:00,3599.1532041373675,BUY,4495.949162052601,4463.668272633656
2025-04-29 10:00:00+00:00,3566.7542402941026,SELL,4463.668272633656,4462.972327110069
2025-04-29 11:00:00+00:00,3581.5034478220923,BUY,4462.972327110069,4435.886426712783
2025-04-29 12:30:00+00:00,3618.5816651495884,SELL,4435.886426712783,4421.71239965887
2025-04-29 13:00:00+00:00,3592.0424423863983,BUY,4421.71239965887,4384.861182765921
2025-04-29 14:00:00+00:00,3648.9327415493603,SELL,4384.861182765921,4471.096150677905
2025-04-29 15:30:00+00:00,3725.7023640181105,BUY,4471.096150677905,4553.717352430962
2025-04-29 16:00:00+00:00,3777.9593999473072,SELL,4553.717352430962,4549.163635078531
2025-04-29 16:30:00+00:00,3727.4878733404184,BUY,4549.163635078531,4483.840066760819
2025-04-29 18:30:00+00:00,3697.5361433459957,SELL,4483.840066760819,4522.8926853912835
2025-04-29 19:30:00+00:00,3712.6027650093633,BUY,4522.8926853912835,4580.154807411528
2025-04-29 21:00:00+00:00,3729.0697410775097,SELL,4580.154807411528,4617.14753387307
2025-04-29 21:30:00+00:00,3694.5426368481462,BUY,4617.14753387307,4569.780653774978
2025-04-29 22:00:00+00:00,3746.5439067841457,SELL,4569.780653774978,4565.210873121203
2025-04-29 22:30:00+00:00,3782.8170570218076,BUY,4565.210873121203,4604.844952043533
2025-04-30 04:00:00+00:00,3869.795894528458,SELL,4604.844952043533,4703.195836486964
2025-04-30 04:30:00+00:00,3892.2207558021023,BUY,4703.195836486964,4725.746924093469
2025-04-30 07:00:00+00:00,3993.1964109695473,SELL,4725.746924093469,4778.375978770884
2025-04-30 07:30:00+00:00,4039.610238415186,BUY,4778.375978770884,4829.137750414155
2025-04-30 09:00:00+00:00,4025.185005676601,SELL,4829.137750414155,4839.59988637504
2025-04-30 09:30:00+00:00,3945.223919381464,BUY,4839.59988637504,4738.620689525389
2025-04-30 10:00:00+00:00,3890.8272077074776,SELL,4738.620689525389,4733.882068835864
2025-04-30 11:30:00+00:00,3964.3492662605067,BUY,4733.882068835864,4754.06829034167
2025-04-30 14:30:00+00:00,3926.8231109486137,SELL,4754.06829034167,4611.090329580631
2025-04-30 15:00:00+00:00,3861.599988809031,BUY,4611.090329580631,4529.890684262579
2025-04-30 19:00:00+00:00,4073.1784181044004,SELL,4529.890684262579,4699.981311960711
2025-04-30 19:30:00+00:00,3985.4384206359427,BUY,4699.981311960711,4594.039424185652
2025-04-30 20:30:00+00:00,4070.3715803510527,SELL,4594.039424185652,4657.5771409888575
2025-04-30 21:00:00+00:00,4046.095178098868,BUY,4657.5771409888575,4625.140965760892
2025-05-01 03:30:00+00:00,4159.758000585174,SELL,4625.140965760892,4777.793546862866
2025-05-01 04:30:00+00:00,4192.8932751819375,BUY,4777.793546862866,4798.621823264289
2025-05-01 05:30:00+00:00,4286.945255627639,SELL,4798.621823264289,4816.193266578443
2025-05-01 06:30:00+00:00,4292.207569857384,BUY,4816.193266578443,4899.025730794494
2025-05-01 07:00:00+00:00,4295.627539133629,SELL,4899.025730794494,4894.1267050637
2025-05-01 07:30:00+00:00,4278.742529213212,BUY,4894.1267050637,4869.995021746954
2025-05-01 08:30:00+00:00,4345.089744045398,SELL,4869.995021746954,4917.157908277095
2025-05-01 09:00:00+00:00,4382.133381777239,BUY,4917.157908277095,4954.161499295603
2025-05-01 13:00:00+00:00,4256.855090134223,SELL,4954.161499295603,4849.766013887225
2025-05-01 13:30:00+00:00,4305.05118639899,BUY,4849.766013887225,4899.825279239856
2025-05-01 14:00:00+00:00,4236.3186289701825,SELL,4899.825279239856,4894.925453960616
2025-05-01 14:30:00+00:00,4249.641955428377,BUY,4894.925453960616,4905.425189655526
2025-05-01 16:00:00+00:00,4274.453856370341,SELL,4905.425189655526,4850.342677837788
2025-05-01 16:30:00+00:00,4317.168989446527,BUY,4850.342677837788,4893.962394706897
2025-05-01 18:30:00+00:00,4112.684693641227,SELL,4893.962394706897,4711.191204964654
2025-05-01 19:00:00+00:00,4176.571567379437,BUY,4711.191204964654,4779.664150178779
2025-05-01 20:00:00+00:00,4216.1799153705,SELL,4779.664150178779,4772.823260903098
2025-05-01 21:00:00+00:00,4331.004743698056,BUY,4772.823260903098,4839.054037629343
2025-05-02 00:00:00+00:00,4075.2704361310216,SELL,4839.054037629343,4582.953307651745
2025-05-02 00:30:00+00:00,4080.0974585896406,BUY,4582.953307651745,4583.798710299739
2025-05-02 11:30:00+00:00,3917.807940979949,SELL,4583.798710299739,4375.173737923436
2025-05-02 12:00:00+00:00,3872.653092630998,BUY,4375.173737923436,4320.3723284913685
2025-05-02 15:00:00+00:00,3807.555400827915,SELL,4320.3723284913685,4197.318912647012
2025-05-02 15:30:00+00:00,3812.8279915526655,BUY,4197.318912647012,4198.933917505894
2025-05-02 16:00:00+00:00,3818.554880683981,SELL,4198.933917505894,4194.734983588388
2025-05-02 16:30:00+00:00,3810.2373536278137,BUY,4194.734983588388,4181.403330893878
2025-05-02 17:00:00+00:00,3828.2969070634676,SELL,4181.403330893878,4177.221927562983
2025-05-02 18:00:00+00:00,3755.4827554063677,BUY,4177.221927562983,4191.834416081605
2025-05-02 18:30:00+00:00,3721.7723342679124,SELL,4191.834416081605,4187.642581665523
2025-05-02 19:00:00+00:00,3709.6123999909623,BUY,4187.642581665523,4169.772893543469
2025-05-02 23:00:00+00:00,3705.484644458114,SELL,4169.772893543469,4078.2259939149767
2025-05-02 23:30:00+00:00,3721.525895639639,BUY,4078.2259939149767,4091.8026373431376
2025-05-03 00:00:00+00:00,3726.533074819821,SELL,4091.8026373431376,4087.7108347057942
2025-05-03 00:30:00+00:00,3749.425921964284,BUY,4087.7108347057942,4108.734759117801
2025-05-03 06:30:00+00:00,4014.4031428199232,SELL,4108.734759117801,4377.838807416676
2025-05-03 07:00:00+00:00,3997.837070686665,BUY,4377.838807416676,4355.395121485471
2025-05-03 11:00:00+00:00,3892.1620218371067,SELL,4355.395121485471,4207.477213837477
2025-05-03 11:30:00+00:00,3934.360542816468,BUY,4207.477213837477,4248.886880638241
2025-05-03 15:00:00+00:00,3865.448936673498,SELL,4248.886880638241,4239.071856086834
2025-05-03 15:30:00+00:00,3870.544920265296,BUY,4239.071856086834,4240.421330600645
2025-05-03 18:00:00+00:00,3954.2314446710507,SELL,4240.421330600645,4349.634083448429
2025-05-03 18:30:00+00:00,3918.51409644819,BUY,4349.634083448429,4305.9955515413785
2025-05-04 10:00:00+00:00,3754.460474540972,SELL,4305.9955515413785,4174.585719364174
2025-05-04 11:00:00+00:00,3664.296092766549,BUY,4174.585719364174,4124.339155163687
2025-05-04 11:30:00+00:00,3688.8782072257427,SELL,4124.339155163687,4120.2148160085235
2025-05-04 12:00:00+00:00,3668.2403107485966,BUY,4120.2148160085235,4093.043537411166
2025-05-04 12:30:00+00:00,3722.647342618734,SELL,4093.043537411166,4088.9504938737555
2025-05-04 13:00:00+00:00,3692.7753158998335,BUY,4088.9504938737555,4052.0501521404058
2025-05-04 16:30:00+00:00,3814.4342191540504,SELL,4052.0501521404058,4122.932695347652
2025-05-04 17:00:00+00:00,3812.061501064318,BUY,4122.932695347652,4116.245147187217
2025-05-04 18:00:00+00:00,3864.3169775973647,SELL,4116.245147187217,4151.04161879107
2025-05-04 18:30:00+00:00,3854.3331081444003,BUY,4151.04161879107,4136.16592444423
2025-05-04 19:30:00+00:00,3907.808768913492,SELL,4136.16592444423,4132.342217578902
2025-05-04 20:30:00+00:00,3862.803048823365,BUY,4132.342217578902,4082.3629927560114
2025-05-04 21:00:00+00:00,3876.332898404344,SELL,4082.3629927560114,4078.280629763255
2025-05-04 21:30:00+00:00,3883.587064713143,BUY,4078.280629763255,4081.834440266437
2025-05-04 22:30:00+00:00,3865.3951570313543,SELL,4081.834440266437,4073.186146860036
2025-05-04 23:00:00+00:00,3867.436155464146,BUY,4073.186146860036,4071.263676540272
2025-05-05 00:00:00+00:00,3795.9471576814435,SELL,4071.263676540272,4050.814495803969
2025-05-05 00:30:00+00:00,3822.713927748599,BUY,4050.814495803969,4075.3276248220977
2025-05-05 02:30:00+00:00,3723.583290880472,SELL,4075.3276248220977,3986.491968464501
2025-05-05 03:00:00+00:00,3695.2630046214163,BUY,3986.491968464501,3952.185597794023
2025-05-05 05:30:00+00:00,3798.8787081939713,SELL,3952.185597794023,4063.1107799444217
2025-05-05 06:00:00+00:00,3784.1413895846936,BUY,4063.1107799444217,4043.2852922347597
2025-05-05 06:30:00+00:00,3763.172310205838,SELL,4043.2852922347597,4039.242006942525
2025-05-05 07:00:00+00:00,3802.1546060927562,BUY,4039.242006942525,4077.044837021006
2025-05-05 09:00:00+00:00,3835.839885438449,SELL,4077.044837021006,4114.754411248447
2025-05-05 10:30:00+00:00,3946.0909386522244,BUY,4114.754411248447,4089.514242533619
2025-05-05 11:30:00+00:00,4097.840609101819,SELL,4089.514242533619,4184.050841622371
2025-05-05 12:30:00+00:00,4052.311623902661,BUY,4184.050841622371,4126.422301322496
2025-05-05 14:00:00+00:00,3981.803155667098,SELL,4126.422301322496,4122.574718279643
2025-05-05 14:30:00+00:00,4028.865276234348,BUY,4122.574718279643,4167.1780852651955
2025-05-05 17:30:00+00:00,3923.7429458860056,SELL,4167.1780852651955,4090.181437058239
2025-05-05 18:00:00+00:00,3914.4716456376564,BUY,4090.181437058239,4076.4266826111284
2025-05-05 20:00:00+00:00,3979.2228637349162,SELL,4076.4266826111284,4144.452265791363
2025-05-05 22:30:00+00:00,4051.494801301601,BUY,4144.452265791363,4124.599932032838
