timestamp,symbol,side,close,equity_before,equity_after,pnl
2024-08-14 12:00:00+00:00,BTC-USD,BUY,93.44647665121725,5000.0,5046.517567427991,46.5175674279908
2024-08-14 12:30:00+00:00,BTC-USD,SELL,93.01235745309937,5046.517567427991,5041.471049860563,-5.0465175674280545
2024-08-15 07:30:00+00:00,BTC-USD,BUY,84.01372797619935,5041.471049860563,5018.843779946085,-22.627269914477438
2024-08-15 09:30:00+00:00,BTC-USD,SELL,84.39100625474114,5018.843779946085,4957.815446171399,-61.02833377468596
2024-08-17 12:30:00+00:00,BTC-USD,BUY,84.71019469510097,4957.815446171399,4897.354653370628,-60.46079280077174
2024-08-17 14:00:00+00:00,BTC-USD,SELL,83.08119629604069,4897.354653370628,4836.640727066538,-60.71392630408991
2024-08-18 03:30:00+00:00,BTC-USD,BUY,82.34612509185159,4836.640727066538,4850.179818529328,13.539091462790566
2024-08-18 05:00:00+00:00,BTC-USD,SELL,82.7191399676612,4850.179818529328,4838.043320651442,-12.13649787788654
2024-08-18 14:30:00+00:00,BTC-USD,BUY,80.4549901219271,4838.043320651442,4811.819495871907,-26.22382477953488
2024-08-18 15:30:00+00:00,BTC-USD,SELL,79.89974533071512,4811.819495871907,4846.449663548133,34.63016767622594
2024-08-18 16:00:00+00:00,BTC-USD,BUY,78.24138805771962,4846.449663548133,4741.012842607619,-105.43682094051383
2024-08-18 18:00:00+00:00,BTC-USD,SELL,78.44304849904495,4741.012842607619,4716.061900529274,-24.95094207834518
2024-08-19 06:30:00+00:00,BTC-USD,BUY,74.12674887324623,4716.061900529274,4706.33384489717,-9.72805563210386
2024-08-19 07:00:00+00:00,BTC-USD,SELL,73.61873656274476,4706.33384489717,4701.627511052273,-4.706333844897017
2024-08-19 23:00:00+00:00,BTC-USD,BUY,72.37887292112266,4701.627511052273,4647.42622500243,-54.201286049842565
2024-08-20 00:00:00+00:00,BTC-USD,SELL,74.11790216223528,4647.42622500243,4684.538938007832,37.11271300540193
2024-08-20 12:30:00+00:00,BTC-USD,BUY,72.25392063391722,4684.538938007832,4613.840057266879,-70.69888074095343
2024-08-20 15:30:00+00:00,BTC-USD,SELL,70.47672275970139,4613.840057266879,4465.077523275357,-148.7625339915221
2024-08-23 20:30:00+00:00,BTC-USD,BUY,81.85292430822011,4465.077523275357,4487.7452510965995,22.667727821242806
2024-08-23 21:00:00+00:00,BTC-USD,SELL,82.21081528305213,4487.7452510965995,4483.257505845502,-4.487745251097294
2024-08-24 11:00:00+00:00,BTC-USD,BUY,82.82567482075464,4483.257505845502,4434.104783527803,-49.152722317699045
2024-08-24 12:00:00+00:00,BTC-USD,SELL,83.75692651029061,4434.104783527803,4429.6779852260615,-4.4267983017416555
2024-08-28 05:30:00+00:00,BTC-USD,BUY,106.99521328635898,4429.6779852260615,4461.152515609918,31.47453038385629
2024-08-28 06:00:00+00:00,BTC-USD,SELL,106.8383295199127,4461.152515609918,4456.691363094308,-4.461152515609683
2024-08-30 07:30:00+00:00,BTC-USD,BUY,114.23712375548722,4456.691363094308,4446.522513208079,-10.16884988622951
2024-08-30 09:00:00+00:00,BTC-USD,SELL,113.23600521093454,4446.522513208079,4420.119958672464,-26.4025545356144
2024-08-30 19:00:00+00:00,BTC-USD,BUY,108.74542026308005,4420.119958672464,4426.3921601113625,6.272201438898264
2024-08-30 19:30:00+00:00,BTC-USD,SELL,109.33681845497772,4426.3921601113625,4421.965767951251,-4.426392160111391
2024-08-31 02:30:00+00:00,BTC-USD,BUY,106.18312484081886,4421.965767951251,4443.933341264082,21.96757331283061
2024-08-31 03:00:00+00:00,BTC-USD,SELL,104.79966901575635,4443.933341264082,4439.489407922817,-4.44393334126471
2024-08-31 03:30:00+00:00,BTC-USD,BUY,103.71790398770328,4439.489407922817,4389.224541116222,-50.26486680659491
2024-08-31 05:30:00+00:00,BTC-USD,SELL,104.66728932894695,4389.224541116222,4380.528854715616,-8.695686400606064
2024-09-03 03:30:00+00:00,BTC-USD,BUY,115.3166526509443,4380.528854715616,4329.654554144679,-50.87430057093661
2024-09-03 04:30:00+00:00,BTC-USD,SELL,117.1572940137902,4329.654554144679,4323.686722429449,-5.967831715230204
2024-09-03 16:30:00+00:00,BTC-USD,BUY,117.68886735567182,4323.686722429449,4420.146003273945,96.45928084449588
2024-09-03 17:00:00+00:00,BTC-USD,SELL,118.9587478754186,4420.146003273945,4415.725857270671,-4.420146003273658
