Unnamed: 0,close,side,equity_before,equity_after,symbol,pnl
2025-07-05 16:00:00,73.04700953811397,BUY,5000.0,4995.0,BTC-USD,-5.0
2025-07-05 17:00:00,72.82455944372947,SELL,4992.079506684658,4974.796644515333,BTC-USD,-17.28286216932429
2025-07-05 17:30:00,83.00215227100524,BUY,5000.0,4995.0,ETH-USD,-5.0
2025-07-05 17:30:00,73.10690398091216,BUY,4974.796644515333,4969.821847870818,BTC-USD,-4.9747966445156635
2025-07-05 18:00:00,83.01707940803378,SELL,4995.0,4990.903302603215,ETH-USD,-4.096697396785203
2025-07-05 18:30:00,72.84613631280419,SELL,4961.95553268325,4947.132854485188,BTC-USD,-14.822678198062022
2025-07-05 18:30:00,83.04774237221697,BUY,4990.903302603215,4985.912399300612,ETH-USD,-4.990903302602419
2025-07-05 19:30:00,72.99330241971214,BUY,4947.132854485188,4942.185721630703,BTC-USD,-4.947132854485062
2025-07-05 19:30:00,83.04053267331251,SELL,4974.6356045570665,4980.50491716542,ETH-USD,5.869312608353539
2025-07-05 20:00:00,72.67698812717992,SELL,4942.185721630703,4915.826721923708,BTC-USD,-26.358999706994837
2025-07-05 20:30:00,83.1526473683815,BUY,4980.50491716542,4975.524412248255,ETH-USD,-4.9805049171645805
2025-07-05 21:00:00,83.35464152514889,SELL,4975.524412248255,4982.635416526732,ETH-USD,7.111004278476685
2025-07-05 23:00:00,83.28113357640305,BUY,4982.635416526732,4977.652781110205,ETH-USD,-4.982635416527046
2025-07-06 00:00:00,83.30320534790062,SELL,4969.675260470708,4974.0023195787135,ETH-USD,4.327059108005415
2025-07-06 00:30:00,83.12743463793704,BUY,4974.0023195787135,4969.028317259135,ETH-USD,-4.974002319578176
2025-07-06 01:00:00,83.19430457034753,SELL,4969.028317259135,4968.056508261444,ETH-USD,-0.9718089976913689
2025-07-06 03:00:00,82.98271882962104,BUY,4968.056508261444,4963.088451753182,ETH-USD,-4.968056508261725
2025-07-06 04:00:00,72.65779576339652,BUY,4915.826721923708,4910.910895201784,BTC-USD,-4.915826721923622
2025-07-06 04:30:00,83.70914597034528,SELL,4987.044148761953,5001.5480698012925,ETH-USD,14.50392103933973
2025-07-06 05:00:00,72.76017671416213,SELL,4917.518833034901,4912.9132632342025,BTC-USD,-4.605569800698504
2025-07-06 08:30:00,73.32939707577664,BUY,4912.9132632342025,4908.000349970968,BTC-USD,-4.912913263234259
2025-07-06 08:30:00,84.26745840985484,BUY,5001.5480698012925,4996.546521731491,ETH-USD,-5.001548069801174
2025-07-06 09:00:00,84.33258014836133,SELL,4996.546521731491,4995.411297268877,ETH-USD,-1.1352244626141328
2025-07-06 09:00:00,73.3367821571349,SELL,4908.000349970968,4903.586639542043,BTC-USD,-4.413710428925697
2025-07-06 09:30:00,84.20583867879641,BUY,4995.411297268877,4990.415885971609,ETH-USD,-4.99541129726822
2025-07-06 11:30:00,73.89422355383135,BUY,4903.586639542043,4898.683052902501,BTC-USD,-4.903586639541572
2025-07-06 12:00:00,84.22720051534631,SELL,4984.962906775905,4986.696921363109,ETH-USD,1.7340145872040011
2025-07-06 13:30:00,73.85477134186699,SELL,4899.293469569613,4891.168346849178,BTC-USD,-8.125122720434774
2025-07-06 14:00:00,73.77755334268979,BUY,4891.168346849178,4886.277178502329,BTC-USD,-4.891168346849554
2025-07-06 14:30:00,83.58721517156316,BUY,4986.696921363109,4981.710224441746,ETH-USD,-4.986696921363546
2025-07-06 15:00:00,83.70546511957596,SELL,4981.710224441746,4983.776086909444,ETH-USD,2.0658624676980253
2025-07-06 15:00:00,73.35900243640504,SELL,4874.658633057437,4853.681951095176,BTC-USD,-20.976681962260955
2025-07-06 15:30:00,83.5650380009232,BUY,4983.776086909444,4978.792310822535,ETH-USD,-4.98377608690862
2025-07-06 16:00:00,73.25816516911527,BUY,4853.681951095176,4848.82826914408,BTC-USD,-4.853681951096405
2025-07-06 16:30:00,83.8606249806458,SELL,4987.310188211682,4991.416028128931,ETH-USD,4.105839917249796
2025-07-06 17:00:00,83.81609613673517,BUY,4991.416028128931,4986.424612100802,ETH-USD,-4.991416028129606
2025-07-06 18:00:00,73.3448903851102,SELL,4857.064125795481,4849.711393541886,BTC-USD,-7.352732253595605
2025-07-06 18:30:00,73.21065070647184,BUY,4849.711393541886,4844.861682148344,BTC-USD,-4.849711393541838
2025-07-06 18:30:00,83.71133869264249,SELL,4980.630744875521,4975.211704721706,ETH-USD,-5.4190401538144215
2025-07-06 19:00:00,83.81631325164986,BUY,4975.211704721706,4970.236493016984,ETH-USD,-4.975211704721914
2025-07-06 19:30:00,73.32413721124492,SELL,4853.360239074504,4847.518519033735,BTC-USD,-5.84172004076845
2025-07-06 20:00:00,83.30138891183172,SELL,4946.964746065448,4934.754950387223,ETH-USD,-12.20979567822451
2025-07-06 20:30:00,73.23320320997166,BUY,4847.518519033735,4842.6710005147015,BTC-USD,-4.847518519033656
2025-07-06 21:00:00,73.12588077859009,SELL,4842.6710005147015,4830.731449910735,BTC-USD,-11.939550603966381
2025-07-06 21:30:00,73.04826878247876,BUY,4830.731449910735,4825.9007184608245,BTC-USD,-4.830731449910672
2025-07-07 00:00:00,73.30532788980139,SELL,4827.9480759209,4838.05526362385,BTC-USD,10.107187702949886
2025-07-07 01:00:00,82.05203560066964,BUY,4934.754950387223,4929.820195436837,ETH-USD,-4.9347549503863775
2025-07-07 01:30:00,82.44914932486297,SELL,4929.820195436837,4948.749615820648,ETH-USD,18.929420383810793
2025-07-07 01:30:00,73.85300650166398,BUY,4838.05526362385,4833.217208360226,BTC-USD,-4.838055263623573
2025-07-07 02:00:00,82.62642813702696,BUY,4948.749615820648,4943.800866204827,ETH-USD,-4.948749615820816
2025-07-07 02:30:00,82.73867381753331,SELL,4943.800866204827,4945.5730798757,ETH-USD,1.772213670873498
2025-07-07 02:30:00,73.86115396661563,SELL,4838.467099373678,4828.91194186668,BTC-USD,-9.555157506998512
2025-07-07 03:30:00,73.88609156661997,BUY,4828.91194186668,4824.083029924813,BTC-USD,-4.828911941866863
2025-07-07 04:00:00,73.66879914358178,SELL,4824.083029924813,4805.071747812032,BTC-USD,-19.011282112780464
2025-07-07 05:00:00,73.7090707064642,BUY,4805.071747812032,4800.26667606422,BTC-USD,-4.80507174781269
2025-07-07 05:30:00,73.77376542164212,SELL,4800.26667606422,4799.679620630809,BTC-USD,-0.5870554334105691
2025-07-07 07:00:00,81.91815025780903,BUY,4945.5730798757,4940.627506795824,ETH-USD,-4.94557307987634
2025-07-07 08:00:00,82.14586990630474,SELL,4952.990907587115,4949.408687810515,ETH-USD,-3.5822197765992314
2025-07-07 08:30:00,81.56222242805269,BUY,4949.408687810515,4944.459279122705,ETH-USD,-4.949408687810319
2025-07-07 11:00:00,81.5716804065506,SELL,4948.945214071627,4940.083694812169,ETH-USD,-8.861519259457964
2025-07-07 11:30:00,74.51918816845492,BUY,4799.679620630809,4794.879941010178,BTC-USD,-4.799679620630741
2025-07-07 11:30:00,81.60168910190488,BUY,4940.083694812169,4935.143611117356,ETH-USD,-4.940083694812529
2025-07-07 12:30:00,74.32967739857862,SELL,4778.988373723549,4777.907027670028,BTC-USD,-1.0813460535209742
2025-07-07 14:00:00,73.6985458099479,BUY,4777.907027670028,4773.129120642358,BTC-USD,-4.777907027669244
2025-07-07 14:00:00,81.90807962356325,SELL,4949.865762329757,4948.723768962515,ETH-USD,-1.1419933672414118
2025-07-07 15:30:00,73.00442428779039,SELL,4757.701143443467,4723.416235997486,BTC-USD,-34.284907445980934
2025-07-07 16:00:00,72.88019369915374,BUY,4723.416235997486,4718.692819761489,BTC-USD,-4.72341623599732
2025-07-07 16:00:00,81.85667076743451,BUY,4948.723768962515,4943.775045193553,ETH-USD,-4.948723768962736
2025-07-07 16:30:00,72.8548835936176,SELL,4718.692819761489,4712.335401696926,BTC-USD,-6.357418064562808
2025-07-07 18:30:00,82.56072822018004,SELL,4976.642674214458,4981.320308585553,ETH-USD,4.677634371095337
2025-07-07 20:30:00,73.32436958998598,BUY,4712.335401696926,4707.623066295229,BTC-USD,-4.712335401696691
2025-07-07 21:00:00,73.4703081611427,SELL,4707.623066295229,4712.285094651527,BTC-USD,4.662028356297924
2025-07-08 00:00:00,81.84643368141126,BUY,4981.320308585553,4976.338988276967,ETH-USD,-4.981320308585964
2025-07-08 00:30:00,81.91930540828264,SELL,4976.338988276967,4975.793317788978,ETH-USD,-0.5456704879889003
2025-07-08 01:00:00,81.79143407203856,BUY,4975.793317788978,4970.817524471189,ETH-USD,-4.9757933177888845
2025-07-08 01:00:00,72.99162517329275,BUY,4712.285094651527,4707.572809556876,BTC-USD,-4.712285094651634
2025-07-08 01:30:00,81.5195536174011,SELL,4970.817524471189,4949.323361393408,ETH-USD,-21.494163077781195
2025-07-08 02:30:00,72.86504493085569,SELL,4708.595269906712,4694.700459799942,BTC-USD,-13.89481010676991
2025-07-08 03:30:00,80.90625769847932,BUY,4949.323361393408,4944.374038032014,ETH-USD,-4.949323361393908
2025-07-08 04:00:00,72.73698270945056,BUY,4694.700459799942,4690.005759340143,BTC-USD,-4.694700459798696
2025-07-08 04:00:00,80.92827605013004,SELL,4944.374038032014,4940.775257886951,ETH-USD,-3.5987801450628467
2025-07-08 05:00:00,80.624362243066,BUY,4940.775257886951,4935.834482629065,ETH-USD,-4.940775257886344
2025-07-08 06:00:00,80.76443377745481,SELL,4936.883572613264,4939.47279754778,ETH-USD,2.5892249345160963
