timestamp,close,side,equity_before,equity_after,pnl,symbol
2024-08-12 15:00:00+00:00,110.56779865255012,BUY,5000.0,5039.000672410058,39.00067241005763,BTC-USD
2024-08-13 03:30:00+00:00,114.54773297006938,SELL,5039.000672410058,5141.887293314005,102.886620903947,BTC-USD
2024-08-13 06:30:00+00:00,116.98689412686598,BUY,5141.887293314005,5130.944549668811,-10.942743645193332,BTC-USD
2024-08-13 22:30:00+00:00,120.72549025804302,SELL,5130.944549668811,5275.174302226103,144.22975255729125,BTC-USD
2024-08-13 23:00:00+00:00,119.65272779123637,BUY,5275.174302226103,5223.024114327366,-52.150187898736476,BTC-USD
2024-08-14 07:30:00+00:00,115.64841305147947,SELL,5223.024114327366,5117.205993136656,-105.81812119071037,BTC-USD
2024-08-14 21:30:00+00:00,112.02240876413374,BUY,5117.205993136656,5007.430778721443,-109.77521441521276,BTC-USD
2024-08-15 14:00:00+00:00,116.82204035720072,SELL,5007.430778721443,5199.5423366249815,192.1115579035386,BTC-USD
2024-08-16 21:00:00+00:00,110.84027802781313,BUY,5199.5423366249815,5186.238008720422,-13.304327904559614,BTC-USD
2024-08-17 09:00:00+00:00,108.36624050900863,SELL,5186.238008720422,5098.762145297381,-87.47586342304112,BTC-USD
2024-08-17 14:00:00+00:00,110.32391972770137,BUY,5098.762145297381,5065.4874290312055,-33.274716266175346,BTC-USD
2024-08-17 17:30:00+00:00,108.67562311255077,SELL,5065.4874290312055,4992.080539092415,-73.4068899387903,BTC-USD
2024-08-17 20:30:00+00:00,113.38452860965289,BUY,4992.080539092415,5026.217579425642,34.13704033322665,BTC-USD
2024-08-18 07:30:00+00:00,110.12790354785209,SELL,5026.217579425642,4937.799923233214,-88.41765619242778,BTC-USD
2024-08-18 20:30:00+00:00,111.94497236064159,BUY,4937.799923233214,4920.806546453812,-16.993376779401842,BTC-USD
2024-08-19 06:30:00+00:00,105.91524880965162,SELL,4920.806546453812,4613.385385033486,-307.4211614203259,BTC-USD
2024-08-19 17:00:00+00:00,108.6662384286962,BUY,4613.385385033486,4581.55134705484,-31.834037978645938,BTC-USD
