timestamp,drawdown
2024-08-12 00:00:00+00:00,0.0
2024-08-12 00:30:00+00:00,0.0
2024-08-12 01:00:00+00:00,0.0
2024-08-12 01:30:00+00:00,0.0
2024-08-12 02:00:00+00:00,0.0
2024-08-12 02:30:00+00:00,0.0
2024-08-12 03:00:00+00:00,0.0
2024-08-12 03:30:00+00:00,0.0
2024-08-12 04:00:00+00:00,0.0
2024-08-12 04:30:00+00:00,0.0
2024-08-12 05:00:00+00:00,0.0
2024-08-12 05:30:00+00:00,0.0
2024-08-12 06:00:00+00:00,0.0
2024-08-12 06:30:00+00:00,0.0
2024-08-12 07:00:00+00:00,0.0
2024-08-12 07:30:00+00:00,0.0
2024-08-12 08:00:00+00:00,0.0
2024-08-12 08:30:00+00:00,0.0
2024-08-12 09:00:00+00:00,0.0
2024-08-12 09:30:00+00:00,0.0
2024-08-12 10:00:00+00:00,0.0
2024-08-12 10:30:00+00:00,0.0
2024-08-12 11:00:00+00:00,0.0
2024-08-12 11:30:00+00:00,0.0
2024-08-12 12:00:00+00:00,0.0
2024-08-12 12:30:00+00:00,0.0
2024-08-12 13:00:00+00:00,0.0
2024-08-12 13:30:00+00:00,0.0
2024-08-12 14:00:00+00:00,0.0
2024-08-12 14:30:00+00:00,0.0
2024-08-12 15:00:00+00:00,-0.007793518790719434
2024-08-12 15:30:00+00:00,-0.00878572527192878
2024-08-12 16:00:00+00:00,-0.00878572527192878
2024-08-12 16:30:00+00:00,-0.00878572527192878
2024-08-12 17:00:00+00:00,-0.00878572527192878
2024-08-12 17:30:00+00:00,-0.00878572527192878
2024-08-12 18:00:00+00:00,-0.00878572527192878
2024-08-12 18:30:00+00:00,-0.012021674276310512
2024-08-12 19:00:00+00:00,-0.005512291192826924
2024-08-12 19:30:00+00:00,0.0
2024-08-12 20:00:00+00:00,-0.02022764820620504
2024-08-12 20:30:00+00:00,-0.014362700836457631
2024-08-12 21:00:00+00:00,-0.008944338743518188
2024-08-12 21:30:00+00:00,-0.013112806978787361
2024-08-12 22:00:00+00:00,-0.009335091611519686
2024-08-12 22:30:00+00:00,-0.017818252553264857
2024-08-12 23:00:00+00:00,-0.028302888092866407
2024-08-12 23:30:00+00:00,-0.013816328634311037
2024-08-13 00:00:00+00:00,-0.038966344543060694
2024-08-13 00:30:00+00:00,-0.030753575959255097
2024-08-13 01:00:00+00:00,-0.038591105060110986
2024-08-13 01:30:00+00:00,-0.018834856280104284
2024-08-13 02:00:00+00:00,-0.0353994352856839
2024-08-13 02:30:00+00:00,-0.04245925684011853
2024-08-13 03:00:00+00:00,-0.0384245873222413
2024-08-13 03:30:00+00:00,-0.03932634209536723
2024-08-13 04:00:00+00:00,-0.028400967806442745
2024-08-13 04:30:00+00:00,-0.026030001359859556
2024-08-13 05:00:00+00:00,-0.027003971358499745
2024-08-13 05:30:00+00:00,-0.027003971358499745
2024-08-13 06:00:00+00:00,-0.027003971358499745
2024-08-13 06:30:00+00:00,-0.027003971358499745
2024-08-13 07:00:00+00:00,-0.027003971358499745
2024-08-13 07:30:00+00:00,-0.027003971358499745
2024-08-13 08:00:00+00:00,-0.027003971358499745
2024-08-13 08:30:00+00:00,-0.027003971358499745
2024-08-13 09:00:00+00:00,-0.027003971358499745
2024-08-13 09:30:00+00:00,-0.027003971358499745
2024-08-13 10:00:00+00:00,-0.027003971358499745
2024-08-13 10:30:00+00:00,-0.041518560838399665
2024-08-13 11:00:00+00:00,-0.031722656163378105
2024-08-13 11:30:00+00:00,-0.03989025140298963
2024-08-13 12:00:00+00:00,-0.03866622847428747
2024-08-13 12:30:00+00:00,-0.03206500195753348
2024-08-13 13:00:00+00:00,-0.037422879641875406
2024-08-13 13:30:00+00:00,-0.05281734943701688
2024-08-13 14:00:00+00:00,-0.04051831032995612
