timestamp,close,side,equity_before,equity_after,pnl,symbol
2025-07-15 22:48:12.667185+00:00,122.10888235941447,BUY,5000.0,4988.071581190874,-11.928418809126015,BTC-USD
2025-07-16 04:48:12.667185+00:00,108.25840652530051,SELL,4988.071581190874,4489.464329698589,-498.6072514922853,BTC-USD
2025-07-16 22:18:12.667185+00:00,119.5570619533205,BUY,4489.464329698589,4558.766086885226,69.30175718663759,BTC-USD
2025-07-17 08:18:12.667185+00:00,116.43661811617069,SELL,4558.766086885226,4419.789877676061,-138.97620920916506,BTC-USD
2025-07-17 10:48:12.667185+00:00,117.86322292613364,BUY,4419.789877676061,4383.477356554663,-36.31252112139828,BTC-USD
2025-07-17 15:48:12.667185+00:00,112.36517587108222,SELL,4383.477356554663,4168.124538438287,-215.3528181163756,BTC-USD
2025-07-18 23:18:12.667185+00:00,112.00010135489103,BUY,4168.124538438287,4164.073973898739,-4.050564539548759,BTC-USD
2025-07-19 00:48:12.667185+00:00,109.90326893909786,SELL,4164.073973898739,4068.2541258726683,-95.8198480260703,BTC-USD
2025-07-19 08:18:12.667185+00:00,110.93696160954379,BUY,4068.2541258726683,4035.4368558435376,-32.81727002913067,BTC-USD
2025-07-19 11:48:12.667185+00:00,108.83398637993429,SELL,4035.4368558435376,3958.5377128335936,-76.89914300994405,BTC-USD
2025-07-19 14:48:12.667185+00:00,112.50270550450148,BUY,3958.5377128335936,3957.0700061212115,-1.4677067123820962,BTC-USD
2025-07-20 04:18:12.667185+00:00,107.61641295932871,SELL,3957.0700061212115,3746.629284713681,-210.44072140753042,BTC-USD
2025-07-20 16:48:12.667185+00:00,112.87523562972848,BUY,3746.629284713681,3703.599108122759,-43.03017659092211,BTC-USD
2025-07-20 23:48:12.667185+00:00,107.38132500087694,SELL,3703.599108122759,3611.588785846914,-92.01032227584483,BTC-USD
2025-07-21 18:48:12.667185+00:00,110.48162519358615,BUY,3611.588785846914,3560.9165776069785,-50.67220823993557,BTC-USD
2025-07-22 02:18:12.667185+00:00,109.00261511798148,SELL,3560.9165776069785,3441.469922149811,-119.44665545716771,BTC-USD
2025-07-26 16:18:12.667185+00:00,92.39015556803587,BUY,3441.469922149811,3416.7552229826015,-24.714699167209346,BTC-USD
2025-07-27 10:18:12.667185+00:00,87.38924585878223,SELL,3416.7552229826015,3232.327419429359,-184.42780355324248,BTC-USD
2025-07-27 20:18:12.667185+00:00,90.90993148963271,BUY,3232.327419429359,3254.120487916177,21.7930684868179,BTC-USD
2025-07-28 04:18:12.667185+00:00,88.78633474861644,SELL,3254.120487916177,3146.885315099082,-107.23517281709474,BTC-USD
2025-07-28 10:48:12.667185+00:00,89.98247607368558,BUY,3146.885315099082,3125.7946420776966,-21.090673021385555,BTC-USD
2025-07-28 13:18:12.667185+00:00,88.54782457394634,SELL,3125.7946420776966,3076.9908053016284,-48.80383677606824,BTC-USD
2025-07-28 18:18:12.667185+00:00,92.09670602862309,BUY,3076.9908053016284,3043.5041328747643,-33.48667242686406,BTC-USD
2025-07-30 14:48:12.667185+00:00,94.67235162629729,SELL,3043.5041328747643,3088.0954352842127,44.59130240944842,BTC-USD
2025-07-30 16:48:12.667185+00:00,96.76394014185823,BUY,3088.0954352842127,3068.6222260334634,-19.473209250749278,BTC-USD
2025-08-04 08:18:12.667185+00:00,111.73923100882692,SELL,3068.6222260334634,3520.490167736123,451.86794170265966,BTC-USD
2025-08-09 00:18:12.667185+00:00,90.22617681661117,BUY,3520.490167736123,3464.4185004996802,-56.07166723644286,BTC-USD
2025-08-11 18:48:12.667185+00:00,99.46446861393716,SELL,3464.4185004996802,3838.331501281478,373.91300078179756,BTC-USD
2025-07-15 22:48:12.667185+00:00,103.23081562031592,BUY,5000.0,5020.678537928128,20.678537928128208,ETH-USD
2025-07-16 01:18:12.667185+00:00,97.34079716379837,SELL,5020.678537928128,4780.39043255849,-240.2881053696383,ETH-USD
2025-07-17 13:48:12.667185+00:00,101.24329695930558,BUY,4780.39043255849,4835.702085004984,55.31165244649401,ETH-USD
2025-07-18 06:48:12.667185+00:00,96.43623836963286,SELL,4835.702085004984,4542.642427249716,-293.05965775526784,ETH-USD
2025-07-18 07:18:12.667185+00:00,97.30042932717228,BUY,4542.642427249716,4578.807620127253,36.165192877537265,ETH-USD
2025-07-18 09:48:12.667185+00:00,95.10635366133744,SELL,4578.807620127253,4466.477558766044,-112.33006136120912,ETH-USD
2025-07-18 12:48:12.667185+00:00,96.91795056917326,BUY,4466.477558766044,4430.449323240121,-36.028235525923265,ETH-USD
2025-07-18 16:48:12.667185+00:00,96.84636993456382,SELL,4430.449323240121,4383.9328650315865,-46.51645820853446,ETH-USD
2025-07-18 19:48:12.667185+00:00,99.30499881735774,BUY,4383.9328650315865,4395.68557988915,11.75271485756366,ETH-USD
2025-07-19 11:48:12.667185+00:00,98.16333598682763,SELL,4395.68557988915,4276.312758031386,-119.3728218577644,ETH-USD
2025-07-22 02:48:12.667185+00:00,87.24463910995927,BUY,4276.312758031386,4303.868149135118,27.55539110373229,ETH-USD
2025-07-22 12:48:12.667185+00:00,83.67930571793393,SELL,4303.868149135118,4110.220209013994,-193.64794012112452,ETH-USD
2025-07-23 10:48:12.667185+00:00,86.01677809563371,BUY,4110.220209013994,4103.560346612684,-6.6598624013095105,ETH-USD
2025-07-23 19:18:12.667185+00:00,81.9091457134712,SELL,4103.560346612684,3874.906329655654,-228.65401695702985,ETH-USD
2025-07-24 00:48:12.667185+00:00,86.22440507759147,BUY,3874.906329655654,3886.6231234535,11.71679379784564,ETH-USD
2025-07-25 03:48:12.667185+00:00,84.95326722648208,SELL,3886.6231234535,3793.7179586860448,-92.90516476745506,ETH-USD
2025-07-25 06:18:12.667185+00:00,87.02438094310303,BUY,3793.7179586860448,3743.177947931862,-50.54001075418273,ETH-USD
2025-07-25 19:48:12.667185+00:00,83.82723743459239,SELL,3743.177947931862,3652.856906829675,-90.32104110218688,ETH-USD
2025-07-27 07:48:12.667185+00:00,82.88938007499455,BUY,3652.856906829675,3589.721785593738,-63.13512123593728,ETH-USD
2025-07-27 11:18:12.667185+00:00,80.94513451712203,SELL,3589.721785593738,3571.5629064766836,-18.158879117054312,ETH-USD
2025-07-29 08:48:12.667185+00:00,82.353875118662,BUY,3571.5629064766836,3633.832204319707,62.26929784302365,ETH-USD
2025-07-31 14:48:12.667185+00:00,89.83047371382472,SELL,3633.832204319707,3900.2207427170188,266.38853839731155,ETH-USD
2025-08-02 08:18:12.667185+00:00,90.654978560165,BUY,3900.2207427170188,3929.037758163079,28.817015446060395,ETH-USD
2025-08-03 15:48:12.667185+00:00,91.68672066836463,SELL,3929.037758163079,3999.4332928813474,70.39553471826821,ETH-USD
2025-08-03 18:48:12.667185+00:00,93.28951004112214,BUY,3999.4332928813474,4015.0472441523243,15.61395127097694,ETH-USD
2025-08-03 21:18:12.667185+00:00,88.37111047463601,SELL,4015.0472441523243,3826.830794174639,-188.21644997768544,ETH-USD
2025-08-07 05:48:12.667185+00:00,79.84804405947628,BUY,3826.830794174639,3876.9857545142895,50.15496033965064,ETH-USD
2025-08-07 09:48:12.667185+00:00,74.82108507428295,SELL,3876.9857545142895,3631.4371801325524,-245.54857438173713,ETH-USD
2025-08-07 21:18:12.667185+00:00,79.52341829995173,BUY,3631.4371801325524,3649.7304267044683,18.293246571915915,ETH-USD
