timestamp,symbol,side,close,equity_before,equity_after,pnl
2025-04-25 12:30:00+00:00,BTC-USD,BUY,6218.686799769651,5000.0,5031.865367061006,31.8653670610056
2025-04-25 13:00:00+00:00,BTC-USD,SELL,6274.783733737954,5031.865367061006,5026.8335016939445,-5.031865367061073
2025-04-25 13:30:00+00:00,BTC-USD,BUY,6293.024075223537,5026.8335016939445,5036.419308811092,9.585807117147851
2025-04-25 14:30:00+00:00,BTC-USD,SELL,6134.552489790513,5036.419308811092,4988.887124558834,-47.53218425225805
2025-04-25 15:00:00+00:00,BTC-USD,BUY,6283.535959045654,4988.887124558834,5105.0581285226735,116.17100396383921
2025-04-25 15:30:00+00:00,BTC-USD,SELL,6292.5168248397285,5105.0581285226735,5099.953070394151,-5.105058128522614
2025-04-25 16:00:00+00:00,BTC-USD,BUY,6306.370115171837,5099.953070394151,5106.080918938114,6.12784854396341
2025-04-25 17:30:00+00:00,BTC-USD,SELL,6242.365045159263,5106.080918938114,5092.255010486284,-13.8259084518304
2025-04-25 18:00:00+00:00,BTC-USD,BUY,6285.359295491964,5092.255010486284,5122.2356301146465,29.980619628362547
2025-04-25 22:00:00+00:00,BTC-USD,SELL,6217.64480892554,5122.2356301146465,5058.258444853082,-63.977185261564046
2025-04-25 22:30:00+00:00,BTC-USD,BUY,6176.334879904975,5058.258444853082,5019.593201167678,-38.665243685404675
2025-04-25 23:00:00+00:00,BTC-USD,SELL,6171.170637077918,5019.593201167678,5014.57360796651,-5.019593201167481
2025-04-25 23:30:00+00:00,BTC-USD,BUY,6128.1296972345845,5014.57360796651,4974.584801154931,-39.98880681157971
2025-04-26 01:30:00+00:00,BTC-USD,SELL,6124.018072306265,4974.584801154931,4887.639986810389,-86.94481434454156
2025-04-26 02:00:00+00:00,BTC-USD,BUY,6013.829504597325,4887.639986810389,4794.809750432651,-92.8302363777384
2025-04-26 14:00:00+00:00,BTC-USD,SELL,6017.712648153757,4794.809750432651,4837.402596081398,42.59284564874724
2025-04-26 15:00:00+00:00,BTC-USD,BUY,6067.533786546792,4837.402596081398,4894.957682853727,57.55508677232956
2025-04-26 15:30:00+00:00,BTC-USD,SELL,6149.571102456848,4894.957682853727,4890.062725170874,-4.894957682853601
2025-04-26 16:00:00+00:00,BTC-USD,BUY,6168.236838236703,4890.062725170874,4900.015424201639,9.952699030764961
2025-04-26 20:00:00+00:00,BTC-USD,SELL,6246.679690354726,4900.015424201639,4893.8408653500455,-6.174558851593247
2025-04-26 21:00:00+00:00,BTC-USD,BUY,6225.596481913264,4893.8408653500455,4904.25555884418,10.414693494134553
2025-04-26 21:30:00+00:00,BTC-USD,SELL,6157.253435872635,4904.25555884418,4899.351303285336,-4.904255558843943
2025-04-26 22:30:00+00:00,BTC-USD,BUY,6272.386673741466,4899.351303285336,4950.5295004993895,51.1781972140534
2025-04-26 23:30:00+00:00,BTC-USD,SELL,6134.177087883396,4950.5295004993895,4819.665618975656,-130.86388152373365
2025-04-27 00:00:00+00:00,BTC-USD,BUY,6145.854725680702,4819.665618975656,4824.021154625927,4.355535650271122
2025-04-27 01:00:00+00:00,BTC-USD,SELL,6241.115860001814,4824.021154625927,4839.589806899492,15.568652273565021
2025-04-27 01:30:00+00:00,BTC-USD,BUY,6279.538375524561,4839.589806899492,4864.54444278083,24.95463588133771
